fname,dialogue,summary,topic
train_10125-rp,"#Person1#: 요즘 취업 준비는 어떻게 진행되고 있어?
#Person2#: 취업 준비를 시작한 지 며칠 됐어.
#Person1#: 그렇구나. 관심 있는 회사를 찾아봤어?
#Person2#: 내 분야에서는 몇 개 회사밖에 발견하지 못했어.
#Person1#: 어떤 직업을 찾고 있는데?
#Person2#: 음향 기술 쪽에서 일자리를 찾고 있어.
#Person1#: 그 분야는 수요가 많지 않잖아?
#Person2#: 맞아, 아쉽지만 음향 분야가 안 되면 관광 분야도 고려 중이야.
#Person1#: 좋은 생각이야. 관광 산업 쪽 경험이 많잖아?
#Person2#: 맞아.
#Person1#: 그런데 오늘 아침 신문에서 너한테 맞을 만한 일자리가 하나 있더라.
#Person2#: 정말? 어떤 일자리가 있어?
#Person1#: 채용 대행사에서 일할 사람 찾는 거야.
#Person2#: 흥미롭네. 거기서 나를 채용할까?
#Person1#: 구직 경험이 많잖아. 그 자리에는 딱 맞는 사람일 것 같아.
#Person2#: 맞아, 연락해서 면접 볼 수 있는지 확인해봐야겠어. 혹시 정보 좀 있어?
#Person1#: 물론이지. 광고란 중간에 빨간 펜으로 표시한 게 있어. 행운을 빌어!","#Person2#는 음향 기술 분야에서 일자리를 찾고 있지만 몇 군데밖에 찾지 못했습니다. 또한 관광 분야에서도 일할 수 있습니다. #Person1#은 채용 대행사에서 일자리를 추천하며, #Person2#는 흥미를 보입니다.",취업 준비
train_3742-rp,"#Person1#: 실례합니다, 마틴 루터 킹 학교가 어디에 있는지 아시나요?
#Person2#: 뭐라고요?
#Person1#: 마틴 루터 킹 학교가 어디에 있는지 궁금합니다.
#Person2#: 잠시만 기다려 주세요. 차를 세우고 다시 말씀해 주세요.
#Person1#: 마틴 루터 킹 학교가 어디에 있는지 여쭤보았습니다.
#Person2#: 이 길을 따라가다가 우회전하세요.
#Person1#: 잠깐만요. 지도가 있습니다.
#Person2#: 좋아요. 여기가 우리 위치고, 학교는 저기에 있어요.
#Person1#: 알겠습니다. 이 길을 따라가면 되겠네요.
#Person2#: 그런 다음 우회전하세요.
#Person1#: 우회전하고 직진하면 되겠네요.
#Person2#: 마틴 루터 킹 학교는 은행 옆에 있어요.
#Person1#: 정말 감사합니다.
#Person2#: 천만에요.",#Person2#가 #Person1#에게 마틴 루터 킹 학교로 가는 길을 안내해 주었습니다.,길 안내
train_3473-rp,"#Person1#: 오늘 저녁에 같이 식사하러 가지 않을래? 어떤 음식 좋아해?
#Person2#: 좋아. 나는 매운 샤브샤브가 먹고 싶어. 왜 초대하는 거야?
#Person1#: 지난주에 네가 도와준 덕분에 부모님 공항 마중이 잘 끝났어. 정말 감사해.
#Person2#: 그런데로 도와줬어. 오늘 저녁은 어때? 지금 배고프네.
#Person1#: 좋아, 시내에 맛있는 매운 샤브샤브 가게가 있어. 거기 가볼까?
#Person2#: 그래, 그 가게로 하자. 퇴근하고 거기로 갈게.",#Person1#은 지난주에 도움을 준 #Person2#에게 감사의 의미로 오늘 저녁에 같이 식사하러 가자고 제안했습니다.,저녁 초대
train_5773-rp,"#Person1#: 안녕하세요. 어떤 도움이 필요하신가요?
#Person2#: 안녕하세요. 8월 2일에 홍콩으로 가는 티켓을 예약하려고 합니다.
#Person1#: 잠시만 기다려 주세요. 죄송하지만 그 날은 예약 가능한 좌석이 없습니다. 대신 다음날 홍콩행 비행기가 있습니다.
#Person2#: 그럼 출발 시간이 어떻게 되나요?
#Person1#: 아침 9시 12분과 오후 2시 출발이 있습니다.
#Person2#: 그럼 아침 비행기는 홍콩에 언제 도착하나요?
#Person1#: 10시 20분에 도착 예정입니다.
#Person2#: 좋습니다. 그 비행기로 예약해 주세요.
#Person1#: 알겠습니다, 손님. 예약하신 티켓은 출발 이틀 전 정오까지 꼭 재확인해 주셔야 합니다. 그렇지 않으면 자동으로 취소될 수 있습니다.
#Person2#: 알겠습니다. 그 비행기의 요금은 어떻게 되나요?
#Person1#: 500달러입니다. 단, 공항과 시내 간 교통비는 포함되어 있지 않습니다.
#Person2#: 알겠습니다. 왕복 요금은 그 두 배인가요?
#Person1#: 네, 맞습니다. 티켓 구입 시 유효한 여행 서류를 지참해 주세요.
#Person2#: 알겠습니다.",#Person2#는 8월 2일 홍콩행 티켓을 원했지만 좌석이 없어 다음날 아침 비행기로 예약하게 되었습니다. #Person1#은 예약 확인을 요청하고 요금 및 여행 서류에 대한 정보를 제공했습니다.,티켓 예약
train_8847-rp,"#Person1#: 왜 이렇게 분위기가 가라앉아 있어?
#Person2#: 여자친구가 방금 나와 헤어졌어.
#Person1#: 정말 힘들겠구나.
#Person2#: 응...
#Person1#: 나도 처음 이별했을 때 정말 힘들었어. 세 달 동안 매일 울었어. 하지만 시간이 지나면서 점점 나아졌어. 너도 괜찮아질 거야.
#Person2#: 너도 그런 경험을 한 거야?
#Person1#: 응, 너무 생생하게 기억나. 그 아픔이 기억을 더 쉽게 해주거든. 지금은 정말 상처받겠지만, 이별은 많은 사람들이 겪는 일이야.
#Person2#: 정말 아파.
#Person1#: 그 아픔은 진짜지만, 잠시 동안뿐이야. 이 아픔이 사라지면 새로운 사람들을 만나게 될 거야.
#Person2#: 만약 내가 다시 누군가를 만나고 싶지 않으면 어떡해?
#Person1#: 마음이 바뀔 거야. 모든 사람들이 이별하고 다시 시작하는 거잖아. 이걸 빨리 이해하면 더 빨리 회복될 거야.
#Person2#: 맞아.
#Person1#: 너도 아직 그녀를 좋아하는 마음은 있겠지만, 안 좋았던 점들을 생각해봐. 그녀가 그리 잘해준 건 아니잖아. 그런 사람하고 평생을 함께 하고 싶어?
#Person2#: 맞아. 얘기해줘서 고마워.
#Person1#: 나중에 전화할게. 같이 나가서 좀 놀자. 사람들과 함께 있는 게 좋아.
#Person2#: 그래. 나중에 얘기하자.",#Person2#의 여자친구가 그와 헤어졌습니다. #Person1#은 자신의 비슷한 경험을 공유하며 #Person2#에게 모든 사람들이 이별을 겪고 극복한다고 이야기합니다. #Person1#은 #Person2#의 회복을 격려하고 함께 놀러 가자고 제안합니다.,이별 위로
train_6157-rp,"#Person1#: 우리가 함께 산 이 집은 알겠는데, 꾸미는 데 너무 많은 비용이 들 것 같아. 이 집을 파는 게 어떨까 생각해.
#Person2#: 안 돼, Nathan. 내가 생각하기에 우리가 이 아파트를 정말 좋은 시기에 샀어. 부동산 가격이 오를 거야. 몇 년 지나면 가치가 많이 올라 있을 거야.
#Person1#: 하지만 가구나 인테리어에 너무 많은 돈을 써야 해. 이미 가구가 있는 집을 더 싸게 살 수 있잖아.
#Person2#: 그래서 이 집이 마음에 안 들어? 우리가 처음 봤을 때 멋지다고 생각했잖아.
#Person1#: 그건 자기만 좋아했던 거야, 자기야.
#Person2#: 아, 왜 그때 얘기 안 했어? 그래도 좋은 매물을 잡은 거라고 생각해.","Nathan은 장식에 많은 비용이 들기 때문에 집을 팔고 싶어하지만, #Person2#는 아파트를 좋은 시기에 구입했고 가격이 오를 것으로 예상하여 매물 구입이 현명한 선택이었다고 주장합니다.",집 판매 논쟁
train_2085-rp,"#Person1#: 여보세요?
#Person2#: 여보세요? Bernie 씨, 저는 Lisa입니다. 실례가 안 되길 바랍니다. 따님 소식을 들었어요. 그분이 정말 그리울 거예요.
#Person1#: 죄송하지만, 잘못 전화하신 것 같습니다. 저는 Bernie 씨가 아니에요.
#Person2#: 어머나, 이상하네요. 번거롭게 해드려서 죄송해요.
#Person1#: 괜찮습니다.",Lisa가 Bernie에게 전화를 걸었으나 실수로 다른 사람에게 연결되었습니다.,잘못 걸린 전화
train_4718-rp,"#Person1#: 오늘 저녁 메뉴는 뭐로 할까?
#Person2#: #Person1#이 정해주는 대로 할게.
#Person1#: 오늘 저녁은 #Person2#이 안 해줄 거야?
#Person2#: #Person1#은 요리를 잘 안 하잖아. 항상 내가 해왔잖아.
#Person1#: 내가 요리를 못해서 그런 거지, 너는 잘하니까.
#Person2#: 정말이지. 오늘은 #Person1#이 해야겠다.
#Person1#: 그럼 내가 저녁을 준비할게, 맞지?
#Person2#: 오늘은 너무 피곤해. #Person1#이 저녁을 해주면 안 될까?
#Person1#: 알았어, 내가 저녁 준비할게. 걱정하지 마.
#Person2#: 나는 잠시 쉬러 갈게.
#Person1#: 다 되면 깨워줄게, 알겠지?
#Person2#: 고마워.","#Person2#은 오늘 일이 힘들어 요리를 하고 싶지 않습니다. #Person1#은 평소에는 요리를 하지 않지만, 오늘은 #Person2#의 피곤함을 고려해 요리를 하기로 합니다.",저녁 준비
train_1739-rp,"#Person1#: 미쉘, 안녕! 너를 만나고 싶었어. 잘 지내고 있어? 가족들도 잘 지내니?
#Person2#: 안녕하세요, 캠벨 씨. 저는 잘 지내고 있고, 잭도 잘 지내요. 캠벨 씨는 어떻게 지내세요?
#Person1#: 나도 잘 지내고 있어. 아침에 네 보고서를 받았어. 고마워. 컨퍼런스에는 오늘 가니?
#Person2#: 네, 오후 4시에 출발할 예정이에요.
#Person1#: 좋아, 그때 더 얘기할 수 있겠네. 이번 분기의 수치들이 아주 좋아 보여.
#Person2#: 네, 저도 그렇게 생각해요.
#Person1#: 컨퍼런스에서 광고 예산에 대해 얘기하려고 해. TV 광고는 계속할 필요가 없을 것 같아.",캠벨 씨와 미쉘은 컨퍼런스에서 미쉘이 제출한 보고서와 광고 예산에 대해 이야기할 계획입니다.,컨퍼런스 참석
train_8267-rp,"#Person1#: Madame Culot, 정말 멋지네요.
#Person2#: 고마워요, 정말 괜찮죠. 외국 손님들이 다들 좋아하시더라고요. 음식이 잘 준비되어 있으니, 메뉴 고르실 때 필요하시면 말씀해 주세요.
#Person1#: 감사합니다. 테린에 대해 좀 설명해 주실래요?
#Person2#: 테린은 고기 파테예요. 고기를 갈아서 만든 건데, 맛있게 즐길 수 있어요.
#Person1#: 다음에 먹어볼게요.
#Person2#: 라비올리도 괜찮아요. 중국식 만두와 비슷하고 소스가 아주 맛있어요.
#Person1#: 그거 좋네요. 메인 요리로 양고기를 할게요. 어떤 게 함께 나오나요?
#Person2#: 프렌치 프라이나 삶은 감자를 선택하실 수 있어요.
#Person1#: 그럼 감자로 할게요. 당신은 뭐 드세요?
#Person2#: 평소 먹던 걸로 할 거예요. 여기 생선이 괜찮거든요. 와인 하실래요?
#Person1#: 네, 그럼 좋겠네요.","Madame Culot은 #Person1#에게 테린의 설명을 하고 라비올리를 추천합니다. #Person1#은 감자와 함께 양고기를 주문하고 와인도 함께 하기로 하고, Madame Culot은 평소 먹던 생선을 선택합니다.",음식 주문
train_9035-rp,"#Person1#: 오늘 체크아웃하려고 하는데, 지금 요금을 결제할 수 있을까요?
#Person2#: 체크아웃 시간은 12시입니다.
#Person1#: 알겠습니다.
#Person2#: Green 씨, 오늘 아침에 호텔 서비스를 이용하셨거나 식당에서 아침 식사를 하셨나요?
#Person1#: 친구와 함께 식당에서 아침을 먹었어요. 다른 서비스는 이용하지 않았어요.
#Person2#: 그럼 친구와 함께 묵은 날들의 요금을 어떻게 처리하시겠어요?
#Person1#: 제 계정에 추가해주세요.
#Person2#: 8일간 총 요금이 560위안입니다.
#Person1#: 여기 있습니다.","#Person1#이 체크아웃을 위해 요금 결제를 요청했고, #Person2#는 #Person1#의 호텔 서비스 및 식사 이용 여부를 확인한 후 모든 요금을 #Person1#의 계정에 추가했습니다.",호텔 체크아웃 및 결제
train_4807-rp,"#Person1#: 샌드위치랑 같이 과일 먹을 거 있어?
#Person2#: 과일 좀 같이 먹을까 해.
#Person1#: 그래? 어떤 과일 좋아해?
#Person2#: 주로 포도와 사과를 먹어.
#Person1#: 사과는 어떤 종류 좋아해?
#Person2#: 난 초록 사과를 좋아해.
#Person1#: 나는 초록 사과는 별로야.
#Person2#: 왜 초록 사과가 별로야?
#Person1#: 너무 신 맛 나서.
#Person2#: 그럼 빨간 사과가 더 좋아?
#Person1#: 맞아. 넌 빨간 사과 어때?
#Person2#: 그냥 무난해.","#Person1#과 #Person2#는 샌드위치와 함께 먹을 과일에 대해 이야기했습니다. #Person2#는 초록 사과를 선호하고, #Person1#는 빨간 사과를 더 좋아합니다.",사과 선호도
train_7770-rp,"#Person1#: 최근 경영진 변동이 심해졌어. Bill이 퇴직하고 부서 구조까지 바꾸면서 관리자 수가 1/3이나 줄었어. 정말 빠르게 감소하고 있어...
#Person2#: 그건 좋은 일이 아닐까? 상사가 줄어들면 스트레스가 덜하지 않을까?
#Person1#: 사실 그렇지 않다고 생각해. 직장에서는 모든 일이 원활하게 진행되기 위해 감독자가 필수적이야. 그들은 업무를 분배하고 직원들을 이끄는 데 필요해. 감독자가 없으면 아무도 일을 하지 않을 거야. '고양이가 없으면 쥐들이 논다'는 말이 있잖아.
#Person2#: 맞아, 우리에게는 리더십이 필요해. 하지만 우리가 필요 없는 건 너무 많은 리더들이지. '수장은 많고 인디언은 부족하다'는 말도 있잖아...
#Person1#: 알겠어... 네 말도 이해해.","#Person1#은 최근 관리자 수가 1/3 줄어든 상황을 언급하고, #Person2#는 이것이 긍정적일 수 있다고 답변한다. #Person1#은 감독자가 업무 효율성을 위해 필수적이라고 설명하지만, #Person2#는 과도한 감독이 불필요하다고 반박한다.",관리직 변화 논의
train_10158-rp,"#Person1#: 오늘 날씨가 정말 상쾌하지 않아요?
#Person2#: 그렇네요. 비가 그치고 나서 정말 좋아졌어요.
#Person1#: 다시 해가 나서 기분이 더 좋아졌어요! 공기도 너무 신선하네요.
#Person2#: 이런 날씨가 계속되면 좋겠어요.
#Person1#: 이때쯤 날씨는 변덕스러워서 알 수 없죠.
#Person2#: 맞아요. 내일 날씨가 어떨지 궁금해요.
#Person1#: 저기 봐요! 비가 올 것 같은데.
#Person2#: 오늘은 맑다고 했는데요.
#Person1#: 기상 예보는 가끔 맞지 않을 때가 많으니까요.",#Person1#과 #Person2#가 변덕스러운 날씨와 기상 예보의 차이에 대해 대화하고 있습니다.,변덕스러운 날씨
train_7671-rp,"#Person1#: 이런 스타일의 신발이 있나요?
#Person2#: 어떤 사이즈를 찾으시나요?
#Person1#: 다섯 사이즈를 찾고 있어요.
#Person2#: 색상은 어떤 게 좋으신가요?
#Person1#: 검정색이요.
#Person2#: 죄송하지만, 현재는 재고가 없네요.
#Person1#: 제 동생이 지난달에 이 신발을 샀다는데.
#Person2#: 여기서 구매했나요?
#Person1#: 아니요, 미국에서 구매했어요.
#Person2#: 한 달 전에는 있었는데, 지금은 없어졌네요.
#Person1#: 이 신발을 구해줄 수 있을까요?
#Person2#: 그게 좀 어려울 것 같아요. 그 신발은 작년이나 재작년에 인기가 있었지만, 올해는 유행이 아니거든요. 지금은 이런 스타일이 유행이에요.
#Person1#: 그 신발은 상당히 불편해 보이네요.
#Person2#: 정말 그렇죠. 그런데 여자들은 불편한 신발을 좋아하는 경향이 있어서요.",#Person2#는 #Person1#에게 그 신발은 올해 유행이 아니어서 재고가 없다고 설명했습니다.,신발 구입
train_724-rp,"#Person1#: 안녕하세요, 매니저님과 대화를 나눌 수 있을까요?
#Person2#: 어떤 문제가 있으신가요?
#Person1#: 어제 오후에 여기서 TV를 구입했는데, 차에서 내릴 때 떨어뜨려서 화면이 약간 흐려졌어요. 좀 봐주시거나 교환 가능할까요?
#Person2#: 알겠습니다. 매니저님께 상황을 전달해 드리겠습니다. 잠시만 기다려 주세요.
#Person1#: 네, 감사합니다.
#Person2#: 수리는 가능하지만, 고객님의 실수로 인한 것이기 때문에 수리비의 절반은 고객님이 부담하셔야 하고, 나머지는 저희가 부담하겠습니다.
#Person1#: 그렇게 해주시면 감사하겠습니다.","#Person2#는 #Person1#의 TV를 수리할 수 있지만, #Person1#의 실수로 인한 것이므로 수리비의 절반을 #Person1#이 부담해야 한다고 말했습니다. #Person1#은 이에 동의했습니다.",TV 수리 요청
